Nama_Citra,Label,Contrast,Correlation,Energy,Homogeneity,Edge_Pixels,Edge_Ratio,Prediksi
tinggi_clahe_01_flipH_r0.png,tinggi,210.98829365079365,0.9657131836008318,0.8021565920054248,0.8612293247065457,1827,0.0360888888888888,tinggi
tinggi_clahe_01_flipH_r270.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1827,0.0360888888888888,tinggi
tinggi_clahe_01_flipH_r90.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1828,0.0361086419753086,tinggi
tinggi_clahe_01_flipV_r270.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1828,0.0361086419753086,tinggi
tinggi_clahe_01_flipV_r90.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1827,0.0360888888888888,tinggi
tinggi_clahe_01_orig_r0.png,tinggi,210.98829365079365,0.9657131836008318,0.8021565920054248,0.8612293247065457,1827,0.0360888888888888,tinggi
tinggi_clahe_01_orig_r270.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1827,0.0360888888888888,tinggi
tinggi_clahe_01_orig_r90.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1828,0.0361086419753086,tinggi
tinggi_clahe_02_flipH_r0.png,tinggi,150.11083333333332,0.9716858255460314,0.7914269871298425,0.8553065341078536,1642,0.0324345679012345,tinggi
tinggi_clahe_02_flipH_r270.png,tinggi,283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1642,0.0324345679012345,tinggi
tinggi_clahe_02_flipH_r90.png,tinggi,283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1644,0.032474074074074,tinggi
tinggi_clahe_02_flipV_r90.png,tinggi,283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1642,0.0324345679012345,tinggi
tinggi_clahe_02_orig_r90.png,tinggi,283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1644,0.032474074074074,tinggi
tinggi_clahe_03_flipH_r0.png,tinggi,199.94730158730152,0.964778715491402,0.8052592650432652,0.869497245894317,1706,0.0336987654320987,tinggi
tinggi_clahe_03_flipH_r270.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1698,0.0335407407407407,tinggi
tinggi_clahe_03_flipH_r90.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1707,0.0337185185185185,tinggi
tinggi_clahe_03_flipV_r0.png,tinggi,199.94730158730152,0.964778715491402,0.8052592650432652,0.869497245894317,1699,0.0335604938271605,tinggi
tinggi_clahe_03_orig_r0.png,tinggi,199.94730158730152,0.964778715491402,0.8052592650432652,0.869497245894317,1698,0.0335407407407407,tinggi
tinggi_clahe_03_orig_r270.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1706,0.0336987654320987,tinggi
tinggi_clahe_03_orig_r90.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1699,0.0335604938271605,tinggi
tinggi_clahe_04_flipH_r0.png,tinggi,99.30742063492065,0.9789955231431744,0.8156075085921737,0.8718748953567333,1539,0.0304,rendah
tinggi_clahe_04_flipH_r90.png,tinggi,311.9557142857143,0.9340188188592904,0.811437848925479,0.8597665284833652,1532,0.0302617283950617,tinggi
tinggi_clahe_04_flipV_r0.png,tinggi,99.30742063492065,0.9789955231431744,0.8156075085921737,0.8718748953567333,1536,0.0303407407407407,rendah
tinggi_clahe_04_flipV_r270.png,tinggi,311.9557142857143,0.9340188188592904,0.811437848925479,0.8597665284833652,1532,0.0302617283950617,tinggi
tinggi_clahe_04_flipV_r90.png,tinggi,311.9557142857143,0.9340188188592904,0.811437848925479,0.8597665284833652,1543,0.030479012345679,tinggi
tinggi_clahe_04_orig_r270.png,tinggi,311.9557142857143,0.9340188188592904,0.811437848925479,0.8597665284833652,1539,0.0304,tinggi
tinggi_clahe_05_flipH_r270.png,tinggi,303.1767063492063,0.9417498562519752,0.79990088125456,0.850264765011272,1632,0.032237037037037,tinggi
tinggi_clahe_05_flipH_r90.png,tinggi,303.1767063492063,0.9417498562519752,0.79990088125456,0.850264765011272,1632,0.032237037037037,tinggi
tinggi_clahe_05_flipV_r0.png,tinggi,128.53150793650792,0.975293807779659,0.8042179419618438,0.8635793021382285,1636,0.032316049382716,sedang
